InventoryID,Glottocode,ISO6393,GlottologName,PhoibleName,SpecificDialect,Source,family_id,level,status,latitude,longitude,country_ids,macroarea,Uvulars,Marginal_Uvular,Ejectives,Marginal_Ejective
191,halh1238,khk,Halh Mongolian,Khalkha,NA,spa,mong1329,language,definitely endangered,48.324,106.289,MN RU,Eurasia,NA,NA,NA,NA
192,even1260,eve,Even,Even,NA,spa,tung1282,language,severely endangered,70.6687,130.914,RU,Eurasia,NA,NA,NA,NA
193,nort2745,ykg,Northern Yukaghir,Yukaghir,NA,spa,yuka1259,language,critically endangered,65.3874,151.318,RU,NA,2,NA,NA,NA
194,gily1242,niv,Nivkh,Gilyak,NA,spa,,language,severely endangered,52.59,140.681,RU,Eurasia,5,NA,NA,NA
195,chuk1273,ckt,Chukchi,Chukchi,NA,spa,chuk1271,language,definitely endangered,68.6436,170.045,RU,Eurasia,1,NA,NA,NA
196,ainu1240,ain,Hokkaido Ainu,Ainu,NA,spa,ainu1252,language,critically endangered,43.633654,142.46167,JP,Eurasia,NA,NA,NA,NA
197,nucl1643,jpn,Japanese,Japanese,NA,spa,japo1237,language,safe,35,135,JP,Eurasia,NA,NA,NA,NA
198,afad1236,aal,Afade,KOTOKO,NA,upsid,afro1255,language,vulnerable,12.0551,14.6343,CM NG,Africa,NA,NA,4,NA
199,achu1247,acv,Achumawi,ACHUMAWI,NA,upsid,pala1350,language,critically endangered,41.0979,-121.191,US,North America,2,NA,NA,NA
200,adze1240,adz,Adzera,ADZERA,NA,upsid,aust1307,language,vulnerable,-6.39394,146.294,PG,Papunesia,NA,NA,NA,NA
201,east2379,aer,Eastern Arrernte,ARRERNTE,NA,upsid,pama1250,language,definitely endangered,-23.3583,135.046,AU,Australia,NA,NA,NA,NA
202,amel1241,aey,Amele,AMELE,NA,upsid,nucl1709,language,vulnerable,-5.29126,145.687,PG,Papunesia,NA,NA,NA,NA
203,anga1290,agm,Angaataha,ANGAATIHA,NA,upsid,anga1289,language,safe,-7.15012,146.352,PG,Papunesia,NA,NA,NA,NA
204,aghe1239,agq,Aghem,AGHEM,NA,upsid,atla1278,language,safe,6.38956,10.0807,CM,Africa,NA,NA,NA,NA
205,apro1235,ahp,Aproumu Aizi,AIZI,NA,upsid,atla1278,language,safe,5.20273,-4.52192,CI,Africa,NA,NA,NA,NA
206,ahte1237,aht,Ahtena,AHTNA,NA,upsid,atha1245,language,critically endangered,61.7068,-144.889,US,North America,5,NA,5,NA
207,ainu1240,ain,Hokkaido Ainu,AINU,NA,upsid,ainu1252,language,critically endangered,43.633654,142.46167,JP,Eurasia,NA,NA,NA,NA
208,akan1250,aka,Akan,AKAN,NA,upsid,atla1278,language,safe,6.34756,-1.33254,GH TG,Africa,NA,NA,NA,NA
209,akaw1239,ake,Akawaio,AKAWAIO,NA,upsid,cari1283,language,vulnerable,6.16277,-60.862,BR GY VE,South America,NA,NA,NA,NA
210,alab1237,akz,Alabama,ALABAMA,NA,upsid,musk1252,language,definitely endangered,30.76738,-94.62848,US,North America,NA,NA,NA,NA
211,qawa1238,alc,Qawasqar,QAWASQAR,NA,upsid,kawe1237,language,critically endangered,-49.703,-75.3756,CL,NA,NA,NA,3,NA
212,alla1248,ald,Alladian,ALLADIAN,NA,upsid,atla1278,language,safe,5.22371,-4.42647,CI,Africa,NA,NA,NA,NA
213,aleu1260,ale,Aleut,ALEUT,NA,upsid,eski1264,language,definitely endangered,52.1228,-174.29,RU US,North America,3,NA,NA,NA
214,alaw1244,alh,Alawa,ALAWA,NA,upsid,mang1423,language,critically endangered,-15.5458,134.282,AU,Australia,NA,NA,NA,NA
215,tosk1239,als,Northern Tosk Albanian,ALBANIAN,NA,upsid,indo1319,language,safe,41,20,AL GR MK,Eurasia,NA,NA,NA,NA
216,amah1246,amc,Amahuaca,AMAHUACA,NA,upsid,pano1259,language,severely endangered,-10.2012,-72.3208,BR PE,South America,NA,NA,NA,NA
217,yane1238,ame,Yanesha',AMUESHA,NA,upsid,araw1281,language,definitely endangered,-10.5454,-75.315,PE,South America,NA,NA,NA,NA
218,hame1242,amf,Hamer-Banna,HAMER,NA,upsid,sout2845,language,vulnerable,5.06515,36.5176,ET KE,Africa,1,NA,1,NA
219,amha1245,amh,Amharic,AMHARIC,NA,upsid,afro1255,language,safe,11.708182,39.543456,DJ ET,Africa,NA,NA,5,1
220,amoo1242,amo,Amo,AMO,NA,upsid,atla1278,language,safe,10.3229,8.65405,NG,Africa,NA,NA,NA,NA
221,alam1246,amp,Alamblak,ALAMBLAK,NA,upsid,sepi1257,language,definitely endangered,-4.66307,143.316,PG,Papunesia,NA,NA,NA,NA
222,guer1243,amu,Guerrero Amuzgo,AMUZGO,NA,upsid,otom1299,language,vulnerable,16.77226,-98.18953,MX,North America,NA,NA,NA,NA
223,ngas1240,anc,Ngas,ANGAS,NA,upsid,afro1255,language,safe,9.32042,9.46146,NG,Africa,NA,NA,NA,NA
224,ando1256,ano,Andoque,ANDOKE,NA,upsid,,language,definitely endangered,-0.53751,-72.0869,CO,South America,NA,NA,NA,NA
225,anta1253,ant,Antakarinya,WESTERN DESERT,NA,upsid,pama1250,language,severely endangered,-27.1152,134.838,AU,Australia,NA,NA,NA,NA
226,apin1244,apn,Apinayé,APINAYE,NA,upsid,nucl1710,language,definitely endangered,-6.10774,-47.6315,BR,South America,NA,NA,NA,NA
227,apuc1241,apq,A-Pucikwar,ANDAMANESE,NA,upsid,grea1241,language,extinct,12.241,92.7965,IN,NA,NA,NA,NA,NA
228,arch1244,aqc,Archi,ARCHI,NA,upsid,nakh1245,language,definitely endangered,42.3239,46.8267,RU,Eurasia,22,NA,17,3
229,arab1268,arl,Arabela,ARABELA,NA,upsid,zapa1251,language,critically endangered,-1.96126,-75.0612,PE,South America,NA,NA,NA,NA
230,mapu1245,arn,Mapudungun,ARAUCANIAN,NA,upsid,arau1255,language,definitely endangered,-38.7392,-71.277,AR CL,South America,NA,NA,NA,NA
231,egyp1253,arz,Egyptian Arabic,ARABIC,NA,upsid,afro1255,language,safe,31,31,EG IL LY,Africa,3,1,NA,NA
232,waor1240,auc,Waorani,AUCA,NA,upsid,,language,definitely endangered,-1.12312,-76.683,EC,South America,NA,NA,NA,NA
233,avar1256,ava,Avar,AVAR,NA,upsid,nakh1245,language,vulnerable,41.7047,46.558,AZ GE RU TR,Eurasia,4,NA,10,NA
234,awng1244,awn,Awngi,AWIYA,NA,upsid,afro1255,language,safe,10.9819,36.6916,ET,Africa,4,NA,NA,NA
235,abip1241,axb,Abipon,ABIPON,NA,upsid,guai1249,language,extinct,-29,-61,AR,South America,2,NA,NA,NA
236,nort2697,azj,North Azerbaijani,AZERBAIJANI,NA,upsid,turk1311,language,safe,40.9777,46.4737,AM AZ GE IR RU TR,Eurasia,NA,NA,NA,NA
237,bash1264,bak,Bashkir,BASHKIR,NA,upsid,turk1311,language,vulnerable,53.5967,56.5594,KZ RU UA,Eurasia,2,NA,NA,NA
238,bamb1269,bam,Bambara,BAMBARA,NA,upsid,mand1469,language,safe,12.0401,-9.98949,CI GN ML SN,NA,NA,NA,NA,NA
239,waim1255,bao,Waimaha,BARASANO,NA,upsid,tuca1253,language,definitely endangered,0.30416,-70.1644,BR CO,South America,NA,NA,NA,NA
240,baat1238,bba,Baatonum,BARIBA,NA,upsid,atla1278,language,safe,9.63186,2.99607,BJ NG,Africa,NA,NA,NA,NA
241,bata1289,bbc,Batak Toba,BATAK,NA,upsid,aust1307,language,vulnerable,2.35498,99.1761,ID,Papunesia,1,1,NA,NA
242,bats1242,bbl,Bats,BATS,NA,upsid,nakh1245,language,severely endangered,42.1806,45.344,GE,Eurasia,4,NA,6,NA
243,nort2819,bbo,Northern Bobo Madaré,BOBO-FING,NA,upsid,mand1469,language,safe,12.4182,-4.47538,BF ML,Africa,NA,NA,NA,NA
244,cent2004,bca,Central Bai,BAI,NA,upsid,sino1245,language,safe,26.1666,99.7052,CN,Eurasia,NA,NA,NA,NA
245,bard1255,bcj,Bardi,BARDI,NA,upsid,nyul1248,language,critically endangered,-16.6274,122.906,AU,Australia,NA,NA,NA,NA
246,kohu1244,bcs,Kohumono,KOHUMONO,NA,upsid,atla1278,language,safe,5.92596,7.96202,NG,Africa,NA,NA,NA,NA
247,indo1317,bdl,Indonesian Bajau,SAMA,NA,upsid,aust1307,language,vulnerable,-3.68664,122.253,ID,Papunesia,NA,NA,NA,NA
248,twee1234,xjb,Tweed-Albert,BANDJALANG,NA,upsid,pama1250,language,safe,-28.028726,153.286993,AU,Australia,NA,NA,NA,NA
249,beja1238,bej,Beja,BEJA,NA,upsid,afro1255,language,safe,17.2436,36.6666,EG ER SD,Africa,NA,NA,NA,NA
250,beng1280,ben,Bengali,BENGALI,NA,upsid,indo1319,language,safe,24,90,BD IN NP,Eurasia,NA,NA,NA,NA
251,beem1239,beq,Beembe,BEEMBE,NA,upsid,atla1278,language,safe,-3.95895,14.1,CG,Africa,NA,NA,NA,NA
252,dalo1238,bev,Daloa Bété,BETE,NA,upsid,atla1278,language,safe,6.69281,-6.63944,CI,Africa,NA,NA,NA,NA
253,biss1248,bib,Bissa,BISA,NA,upsid,mand1469,language,safe,10.4257,-1.67332,BF CI GH TG,Africa,NA,NA,NA,NA
254,baka1277,bkq,Bakairí,BAKAIRI,NA,upsid,cari1283,language,definitely endangered,-14.2628,-54.7034,BR,South America,NA,NA,NA,NA
255,bell1243,blc,Bella Coola,BELLA COOLA,NA,upsid,sali1255,language,critically endangered,52.3448,-126.689,CA,North America,6,NA,8,NA
256,muin1242,bmr,Muinane,MUINANE,NA,upsid,bora1262,language,severely endangered,-0.8652,-72.4249,CO,South America,NA,NA,NA,NA
257,bero1242,bom,Berom,BIROM,NA,upsid,atla1278,language,safe,9.67037,8.81221,NG,Africa,NA,NA,NA,NA
258,boro1282,bor,Bororo,BORORO,NA,upsid,boro1281,language,definitely endangered,-16.6029,-55.2004,BR,South America,NA,NA,NA,NA
259,lave1249,brb,Brao,BRAO,NA,upsid,aust1305,language,vulnerable,14.5994,107.008,KH LA VN,Eurasia,NA,NA,NA,NA
260,bret1244,bre,Breton,BRETON,NA,upsid,indo1319,language,safe,48.2452,-3.78934,FR,Eurasia,NA,NA,NA,NA
261,brah1256,brh,Brahui,BRAHUI,NA,upsid,drav1251,language,vulnerable,28.5347,64.2991,AF IR PK,NA,NA,NA,NA,NA
262,west2397,brv,Western Bru,BRUU,NA,upsid,aust1305,language,vulnerable,16.4906,104.754,LA TH,Eurasia,NA,NA,NA,NA
263,bodo1269,brx,Bodo-Mech,BODO,NA,upsid,sino1245,language,vulnerable,26.725455,89.333235,IN NP,NA,NA,NA,NA,NA
264,buru1296,bsk,Burushaski,BURUSHASKI,NA,upsid,,language,definitely endangered,36.2161,74.8236,IN PK,Eurasia,4,1,NA,NA
265,bulg1262,bul,Bulgarian,BULGARIAN,NA,upsid,indo1319,language,definitely endangered,43.3646,25.047,BG GR MD MK RO RS TR UA,Eurasia,NA,NA,NA,NA
266,bura1267,bvr,Burarra,BURARRA,NA,upsid,mani1293,language,definitely endangered,-12.3061,134.365,AU,Australia,NA,NA,NA,NA
267,qaqe1238,byx,Qaqet,BAINING,NA,upsid,bain1263,language,definitely endangered,-4.45258,151.702,PG,Papunesia,NA,NA,NA,NA
268,brib1243,bzd,Bribri,BRIBRI,NA,upsid,chib1249,language,definitely endangered,9.39794,-83.0539,CR PA,North America,NA,NA,NA,NA
269,cadd1256,cad,Caddo,CADDO,NA,upsid,cadd1255,language,critically endangered,35.1826,-98.2634,US,NA,NA,NA,4,NA
270,niva1238,cag,Nivaclé,ASHUSLAY,NA,upsid,mata1289,language,definitely endangered,-22.8557,-61.7606,AR BO PY,South America,NA,NA,NA,NA
271,carn1240,caq,Car Nicobarese,NICOBARESE,NA,upsid,aust1305,language,vulnerable,9.18853,92.7671,IN,Eurasia,NA,NA,NA,NA
272,gali1262,car,Galibi Carib,CARIB,NA,upsid,cari1283,language,definitely endangered,5.83772,-56.8323,BR GF GY SR VE,South America,NA,NA,NA,NA
273,chac1249,cbi,Cha'palaa,CAYAPA,NA,upsid,barb1265,language,definitely endangered,0.71489,-79.0508,EC,South America,NA,NA,NA,NA
274,nyah1250,cbn,Nyahkur,NYAH KUR,NA,upsid,aust1305,language,definitely endangered,15.8909,101.515,TH,Eurasia,NA,NA,NA,NA
275,cacu1241,cbv,Kakua,CACUA,NA,upsid,kaku1242,language,definitely endangered,0.88778,-69.5659,CO,South America,NA,NA,NA,NA
276,mind1253,cdo,Min Dong Chinese,FUZHOU,NA,upsid,sino1245,language,safe,26,119.5,CN,Eurasia,NA,NA,NA,NA
277,cham1312,cha,Chamorro,CHAMORRO,NA,upsid,aust1307,language,vulnerable,13.438011,144.74474,GU MP,Papunesia,NA,NA,NA,NA
278,chip1261,chp,Chipewyan,CHIPEWYAN,NA,upsid,atha1245,language,definitely endangered,58.3637,-110.832,CA,NA,NA,NA,7,NA
279,quio1240,chq,Quiotepec Chinantec,HIGHLAND CHINANTEC,NA,upsid,otom1299,language,vulnerable,17.5621,-96.602,MX,North America,NA,NA,NA,NA
280,cher1273,chr,Cherokee,CHEROKEE,NA,upsid,iroq1247,language,vulnerable,35.4664,-83.163,US,North America,NA,NA,NA,NA
281,chuv1255,chv,Chuvash,CHUVASH,NA,upsid,turk1311,language,vulnerable,55.487,47.163,EE KZ RU,Eurasia,NA,NA,NA,NA
282,east2563,cjm,Eastern Cham,CHAM,NA,upsid,aust1307,language,vulnerable,11.2853,108.49,VN,Eurasia,NA,NA,NA,NA
283,uppe1439,cjh,Upper Chehalis,UPPER CHEHALIS,NA,upsid,sali1255,language,extinct,46.7981,-123.169,US,North America,6,NA,9,1
284,chua1250,cjv,Chuave,CHUAVE,NA,upsid,nucl1709,language,safe,-6.17824,145.139,PG,Papunesia,NA,NA,NA,NA
285,chuk1273,ckt,Chukchi,CHUKCHI,NA,upsid,chuk1271,language,definitely endangered,68.6436,170.045,RU,Eurasia,1,NA,NA,NA
286,mand1415,cmn,Mandarin Chinese,MANDARIN,NA,upsid,sino1245,language,safe,40.0209,116.228,CN KP LA MM MN RU TW VN,Eurasia,1,NA,NA,NA
287,haka1240,cnh,Haka Chin,LAI,NA,upsid,sino1245,language,definitely endangered,22.8735,92.8208,BD IN MM,Eurasia,2,NA,NA,NA
288,asha1243,cni,Asháninka,CAMPA,NA,upsid,araw1281,language,vulnerable,-11.9311,-73.9073,PE,South America,NA,NA,NA,NA
289,cofa1242,con,Cofán,COFAN,NA,upsid,,language,definitely endangered,0.276675,-77.0643,CO EC,South America,NA,NA,NA,NA
290,wame1240,cou,Wamey,KONYAGI,NA,upsid,atla1278,language,vulnerable,12.5421,-13.177,GN SN,Africa,NA,NA,NA,NA
291,chua1256,cqd,Chuanqiandian Cluster Miao,HMONG,NA,upsid,book1242,language,safe,22.5638,101.95,CN,Eurasia,4,NA,NA,NA
292,isla1278,crb,Island Carib,ISLAND CARIB,NA,upsid,araw1281,language,extinct,15.364795,-61.342957,DO,North America,NA,NA,NA,NA
293,tedi1235,ctd,Tedim Chin,TIDDIM CHIN,NA,upsid,sino1245,language,safe,23.6079,93.519,IN MM,Eurasia,NA,NA,NA,NA
294,west2644,ctp,Western Highland Chatino,CHATINO,NA,upsid,otom1299,language,vulnerable,16.2495,-97.3244,MX,North America,NA,NA,NA,NA
295,cube1242,cub,Cubeo,CUBEO,NA,upsid,tuca1253,language,definitely endangered,1.32382,-70.1939,BR CO VE,South America,NA,NA,NA,NA
296,cayu1262,cyb,Cayubaba,CAYUVAVA,NA,upsid,,language,critically endangered,-13.2482,-65.4822,BO,South America,NA,NA,NA,NA
297,dang1274,daa,Dangaleat,DANGALEAT,NA,upsid,afro1255,language,vulnerable,12.1517,18.385,TD,Africa,NA,NA,NA,NA
298,dann1241,daf,Dan,DAN,NA,upsid,mand1469,language,safe,7.22812,-8.24535,CI GN LR,Africa,NA,NA,NA,NA
299,dagb1246,dag,Dagbani,DAGBANI,NA,upsid,atla1278,language,safe,9.64745,-0.43227,GH TG,Africa,NA,NA,NA,NA
300,darf1239,daj,Dar Fur Daju,DAJU,NA,upsid,daju1249,language,safe,12.2598,25.3127,SD,Africa,1,NA,NA,NA
301,daha1245,dal,Dahalo,DAHALO,NA,upsid,afro1255,language,definitely endangered,-2.1843,40.37,KE,Africa,NA,NA,8,NA
302,nyis1236,njz,Nyishi-Hill Miri,DAFLA,NA,upsid,sino1245,language,definitely endangered,27.278263,93.675529,IN,Eurasia,NA,NA,NA,NA
303,dyir1250,dbl,Dyirbal,DYIRBAL,NA,upsid,pama1250,language,severely endangered,-17.4516,145.544,AU,Australia,NA,NA,NA,NA
304,stan1295,deu,German,GERMAN,NA,upsid,indo1319,language,safe,48.649,12.4676,AT BE CH CZ DE DK FR HU IT LI LU NL PL RO SI SK,Eurasia,1,NA,NA,NA
305,dier1241,dif,Dieri,DIYARI,NA,upsid,pama1250,language,severely endangered,-28.1667,138,AU,Australia,NA,NA,NA,NA
306,kumi1248,dih,Tipai,DIEGUENO,NA,upsid,coch1271,language,severely endangered,32.331,-116.604,MX US,North America,1,1,NA,NA
307,nort2815,dip,Northeastern Dinka,DINKA,NA,upsid,nilo1247,language,safe,9.27995,31.8392,SD,Africa,NA,NA,NA,NA
308,lowe1415,dni,Lower Grand Valley Dani,DANI,NA,upsid,nucl1709,language,safe,-4.25684,138.992,ID,Papunesia,NA,NA,NA,NA
309,nort2735,doc,Northern Dong,KAM,NA,upsid,taik1256,language,vulnerable,26.9944,109.204,CN VN,Eurasia,1,NA,NA,NA
310,doya1240,dow,Doyayo,DOAYO,NA,upsid,atla1278,language,safe,8.68604,13.0768,CM,Africa,NA,NA,NA,NA
311,ruka1240,dru,Rukai,RUKAI,NA,upsid,aust1307,language,vulnerable,22.7738,120.844,TW,Papunesia,NA,NA,NA,NA
312,daur1238,dta,Dagur,DAGUR,NA,upsid,mong1329,language,definitely endangered,48,124,CN KZ MN,Eurasia,NA,NA,NA,NA
313,toro1252,dts,Toro So Dogon,DOGON,NA,upsid,dogo1299,language,safe,14.40749,-3.10006,ML,Africa,NA,NA,NA,NA
314,dhuw1249,duj,Dhuwal,YOLNGU,NA,upsid,pama1250,language,definitely endangered,-12.7825,136.008,AU,Australia,NA,NA,NA,NA
315,jola1263,dyo,Jola-Fonyi,DIOLA,NA,upsid,atla1278,language,safe,12.75752,-15.7354766667,GM GW SN,Africa,NA,NA,NA,NA
316,efik1245,efi,Efik,EFIK,NA,upsid,atla1278,language,safe,4.89379,8.38121,CM NG,Africa,NA,NA,NA,NA
317,ekar1243,ekg,Ekari,EKARI,NA,upsid,nucl1709,language,safe,-3.88974,136.018,ID,Papunesia,NA,NA,NA,NA
318,mode1248,ell,Modern Greek,GREEK,NA,upsid,indo1319,language,severely endangered,42.3224,24.8699,AL BG CY EG GR IT MK RO TR UA,NA,NA,NA,NA,NA
319,cent2128,ess,Central Siberian Yupik,YUPIK,NA,upsid,eski1264,language,definitely endangered,63.4308,-170.272,RU US,Eurasia,6,NA,NA,NA
320,ejag1239,etu,Ejagham,EJAGHAM,NA,upsid,atla1278,language,safe,5.54442,8.90959,CM NG,Africa,NA,NA,NA,NA
321,basq1248,eus,Basque,BASQUE,NA,upsid,,language,vulnerable,43.2787,-1.31622,ES FR,Eurasia,1,1,NA,NA
322,even1260,eve,Even,EVEN,NA,upsid,tung1282,language,severely endangered,70.6687,130.914,RU,Eurasia,NA,NA,NA,NA
323,ewee1241,ewe,Ewe,EWE,NA,upsid,atla1278,language,safe,6.46061,0.814975,GH TG,Africa,NA,NA,NA,NA
324,ewon1239,ewo,Ewondo,EWONDO,NA,upsid,atla1278,language,safe,4.21141,11.93646,CM GA GQ,Africa,NA,NA,NA,NA
325,eyak1241,eya,Eyak,EYAK,NA,upsid,atha1245,language,extinct,60.4232,-144.762,US,North America,4,NA,6,NA
326,fasu1242,faa,Fasu,FASU,NA,upsid,,language,definitely endangered,-6.62687,143.284,PG,Papunesia,NA,NA,NA,NA
327,nobi1240,fia,Nobiin,NUBIAN,NA,upsid,nubi1251,language,vulnerable,22.8142,31.8376,EG SD,Africa,NA,NA,NA,NA
328,fiji1243,fij,Fijian,FIJIAN,NA,upsid,aust1307,language,safe,-18,178.33,FJ,Papunesia,NA,NA,NA,NA
329,finn1318,fin,Finnish,FINNISH,NA,upsid,ural1272,language,safe,64.7628,25.5577,EE FI NO RU SE,Eurasia,NA,NA,NA,NA
330,fefe1239,fmp,Fe'fe',FE?FE?,NA,upsid,atla1278,language,safe,5.18158,10.1442,CM,Africa,NA,NA,NA,NA
331,stan1290,fra,French,FRENCH,NA,upsid,indo1319,language,safe,48,2,AD BE CA CH FR GF IT LU MC PM US,Eurasia,1,NA,NA,NA
332,fuln1247,fun,Fulniô,IATE,NA,upsid,,language,definitely endangered,-9.02591,-37.1402,BR,South America,NA,NA,NA,NA
333,furr1244,fvr,Fur,FUR,NA,upsid,fura1235,language,safe,12.0455,23.6401,CF SD TD,Africa,NA,NA,NA,NA
334,guib1244,zgn,Guibian Zhuang,PO-AI,NA,upsid,taik1256,language,safe,23.6818,107.184,CN,NA,NA,NA,NA,NA
335,gaaa1244,gaa,Ga,GA,NA,upsid,atla1278,language,safe,5.65488,-0.18598,GH,Africa,NA,NA,NA,NA
336,gads1258,gaj,Gadsup,GADSUP,NA,upsid,nucl1709,language,safe,-6.31631,145.997,PG,Papunesia,NA,NA,NA,NA
337,gara1269,wrk,Garrwa,GARAWA,NA,upsid,garr1260,language,severely endangered,-17.4504,137.72014,AU,Australia,NA,NA,NA,NA
338,gbay1287,gbp,Gbaya-Bossangoa,GBEYA,NA,upsid,atla1278,language,safe,6.61896,17.645,CF,Africa,NA,NA,NA,NA
339,gbag1258,gbr,Gbagyi,GWARI,NA,upsid,atla1278,language,safe,9.29842,6.90495,NG,Africa,NA,NA,NA,NA
340,qaua1234,gqu,Central Gelao-Qau,GELAO,NA,upsid,taik1256,language,severely endangered,26.155438,106.16455,CN,Eurasia,2,NA,NA,NA
341,nana1257,gld,Nanai,NANAI,NA,upsid,tung1282,language,definitely endangered,48.4343,134.797,CN RU,Eurasia,NA,NA,NA,NA
342,iris1253,gle,Irish,IRISH,NA,upsid,indo1319,language,definitely endangered,53.2186,-7.61509,GB IE,Eurasia,NA,NA,NA,NA
343,dawr1236,dwr,Dawro,KULLO,NA,upsid,gong1255,language,safe,6.95,37,ET,Africa,NA,NA,3,NA
344,wayu1243,guc,Wayuu,GUAJIRO,NA,upsid,araw1281,language,vulnerable,11.395566,-72.199791,CO VE,South America,NA,NA,NA,NA
345,para1311,gug,Paraguayan Guaraní,GUARANI,NA,upsid,tupi1275,language,safe,-25.60551,-57.08816,AR PY,South America,NA,NA,NA,NA
346,guah1255,guh,Guahibo,GUAHIBO,NA,upsid,guah1252,language,vulnerable,5.81736,-68.9839,CO VE,South America,NA,NA,NA,NA
347,guam1248,gum,Guambiano,GUAMBIANO,NA,upsid,barb1265,language,vulnerable,2.55849,-76.582,CO,South America,NA,NA,NA,NA
348,ache1246,guq,Aché,ACHE,NA,upsid,tupi1275,language,severely endangered,-25.5865,-56.4697,PY,South America,NA,NA,NA,NA
349,kuku1273,gvn,Kuku-Yalanji,GUGU-YALANDYI,NA,upsid,pama1250,language,definitely endangered,-16.0036,145.188,AU,Australia,NA,NA,NA,NA
350,hakk1236,hak,Hakka Chinese,HAKKA,NA,upsid,sino1245,language,safe,25,116,CN TW,Eurasia,NA,NA,NA,NA
351,haus1257,hau,Hausa,HAUSA,NA,upsid,afro1255,language,safe,11.1513,8.7804,BF BJ CM NE NG TD,Africa,NA,NA,3,NA
352,hawa1245,haw,Hawaiian,HAWAIIAN,NA,upsid,aust1307,language,severely endangered,19.6297,-155.43,US,Papunesia,NA,NA,NA,NA
353,sout2956,hax,Southern Haida,HAIDA,NA,upsid,haid1248,language,critically endangered,53.2616,-132.008,CA,North America,8,NA,8,NA
354,hind1269,hin,Hindi,HINDI-URDU,NA,upsid,indo1319,language,safe,25,77,BD BT IN NP,Eurasia,3,3,NA,NA
355,hixk1239,hix,Hixkaryána,HIXKARYANA,NA,upsid,cari1283,language,definitely endangered,-0.16265,-58.80153,BR,South America,NA,NA,NA,NA
356,hopi1249,hop,Hopi,HOPI,NA,upsid,utoa1244,language,definitely endangered,35.7653,-110.535,US,North America,1,NA,NA,NA
357,hadz1240,hts,Hadza,HADZA,NA,upsid,,language,definitely endangered,-3.83115,35.0458,TZ,Africa,NA,NA,6,1
358,hung1274,hun,Hungarian,HUNGARIAN,NA,upsid,ural1272,language,severely endangered,46.9068585714,19.6555271429,AT HR HU RO RS SI SK UA,Eurasia,NA,NA,NA,NA
359,hupa1239,hup,Hupa,HUPA,NA,upsid,atha1245,language,critically endangered,41.0982,-123.68,US,North America,2,NA,6,NA
360,huas1242,hus,Huastec,HUASTECO,NA,upsid,maya1287,language,definitely endangered,21.6153,-98.5028,MX,North America,NA,NA,5,NA
361,sanm1287,huv,San Mateo del Mar Huave,HUAVE,NA,upsid,huav1256,language,vulnerable,16.2129,-95.0077,MX,North America,NA,NA,NA,NA
362,nucl1235,hye,Eastern Armenian,ARMENIAN,NA,upsid,indo1319,language,definitely endangered,40,45,AM AZ GE IR SY TR,Eurasia,2,NA,5,NA
363,iaai1238,iai,Iaai,IAI,NA,upsid,aust1307,language,vulnerable,-20.6301,166.59,NC,Papunesia,NA,NA,NA,NA
364,iban1264,iba,Iban,IBAN,NA,upsid,aust1307,language,safe,2.09041,112.934,BN ID MY,Papunesia,NA,NA,NA,NA
365,nucl1417,ibo,Igbo,IGBO,NA,upsid,atla1278,language,safe,4.62705,7.23441,NG,Africa,NA,NA,NA,NA
366,igna1246,ign,Ignaciano,MOXO,NA,upsid,araw1281,language,definitely endangered,-15.1188,-65.3993,BO,South America,NA,NA,NA,NA
367,izon1238,ijc,Izon,KOLOKUMA IJO,NA,upsid,ijoi1239,language,safe,5.17986,5.51702,NG,Africa,NA,NA,NA,NA
368,ikkk1242,ikx,Ik,IK,NA,upsid,kuli1252,language,vulnerable,3.61407,34.2507,KE UG,Africa,NA,NA,3,NA
369,irar1238,irh,Irarutu,IRARUTU,NA,upsid,aust1307,language,vulnerable,-2.94438,133.586,ID,Papunesia,NA,NA,NA,NA
370,iraq1241,irk,Iraqw,IRAQW,NA,upsid,afro1255,language,safe,-4.19948,35.2939,TZ,Africa,2,NA,2,NA
371,iran1263,irn,Irántxe-Münkü,IRANXE,NA,upsid,,language,severely endangered,-12.7178,-57.9806,BR,South America,NA,NA,NA,NA
372,isok1239,iso,Isoko,ISOKO,NA,upsid,atla1278,language,safe,5.52889,6.24682,NG,Africa,NA,NA,NA,NA
373,itel1242,itl,Itelmen,ITELMEN,NA,upsid,chuk1271,language,severely endangered,56.7798,156.906,RU,NA,3,NA,5,NA
374,iton1250,ito,Itonama,ITONAMA,NA,upsid,,language,critically endangered,-12.80431,-64.35748,BO,South America,NA,NA,3,NA
375,iumi1238,ium,Iu Mien,MIEN,NA,upsid,hmon1336,language,safe,20.83,101.17,CN LA MM TH VN,Eurasia,NA,NA,NA,NA
376,ivat1242,ivv,Itbayat,IVATAN,NA,upsid,aust1307,language,safe,20.3848,121.975,PH,NA,NA,NA,NA,NA
377,iwam1256,iwm,Iwam,IWAM,NA,upsid,sepi1257,language,definitely endangered,-4.27346,141.817,PG,Papunesia,NA,NA,NA,NA
378,popt1235,jac,Popti',JACALTEC,NA,upsid,maya1287,language,vulnerable,15.6609,-91.6633,GT,North America,2,NA,5,NA
379,yany1243,jao,Yanyuwa,YANYUWA,NA,upsid,pama1250,language,severely endangered,-15.7621,136.055,AU,Australia,NA,NA,NA,NA
